txn_key,txn_id,txn_global_id,txn_date_dim_key,txn_amount_eur,txn_original_currency,txn_credit_debit_code,txn_bene_country_key,txn_orig_country_key,acct_key,counterparty_key,acct_currency,acct_open_date_dim_key,acct_close_date_dim_key,product_key,cust_key,link_type,transaction_type_via,insert_date
-124353404,100037,2837811,122290,9000.0,Dollar,AXC9542,-811770541,2009651910,1666363700,-957345522,Dollar,122290,122290,,1378281443,primary,online,2022-04-20
259291108,100038,35593976,122291,1000.0,Dollar,AXC4517,-1647000595,2009651910,1093592341,-1779754841,Dollar,122291,122291,,1378281443,secondary,online,2022-04-20
336926432,100039,90890389,122292,5000.0,Dollar,AXC0588,2009651910,2009651910,430052327,-1220127148,Dollar,122292,122292,-1782036132.0,1378281443,primary,online,2022-04-20
1422517452,100040,69539615,122293,6000.0,Dollar,AXC9215,651865576,2009651910,-5479244,175806444,Dollar,122293,122293,,1378281443,secondary,online,2022-04-20
-1183787208,100041,70427478,122294,7000.0,Dollar,AXC2684,2009651910,2009651910,-1561252094,-1019063111,Dollar,122294,122294,-1656846950.0,1838197,primary,online,2022-04-20
2146958207,100042,80435268,122295,8000.0,Dollar,AXC4014,651865576,2009651910,896234346,936489185,Dollar,122295,122295,-1656846950.0,1838197,secondary,online,2022-04-20
552684165,100043,92344352,122296,9000.0,Dollar,AXC2489,2009651910,2009651910,1878377954,700911348,Dollar,122296,122296,,1838197,primary,offline,2022-04-20
1807980597,100044,29979296,122297,1000.0,Dollar,AXC6102,2009651910,2009651910,181480992,538690200,Dollar,122297,122297,,1838197,secondary,offline,2022-04-20
-2081251649,100045,86396574,122298,5000.0,Dollar,AXC0985,651865576,2009651910,-77286321,-1682572948,Dollar,122298,122298,,1838197,primary,online,2022-04-20
-318060700,100046,2252357,122299,6000.0,Dollar,AXC4276,-811770541,2009651910,-1265234776,-957345522,Dollar,122299,122299,-1656846950.0,1915089867,primary,online,2022-04-20
2110685386,100047,12916266,122300,123855.0,Dollar,AXC4333,-1647000595,2009651910,2002777445,-1779754841,Dollar,122300,122300,,1915089867,secondary,offline,2022-04-20
884127449,100048,62787889,122301,1000.0,Dollar,AXC3547,2009651910,2009651910,-1539508526,-1220127148,Dollar,122301,122301,,1915089867,primary,offline,2022-04-20
-1615978747,100049,92673797,122302,5000.0,Dollar,AXC3885,651865576,2009651910,-2131140470,175806444,Dollar,122302,122302,-1656846950.0,1915089867,secondary,offline,2022-04-20
-2065077364,100050,19975821,122303,6000.0,Dollar,AXC7415,2009651910,2009651910,944843674,-1019063111,Dollar,122303,122303,1491230339.0,1915089867,primary,online,2022-04-20
1298210941,100051,81342962,122304,7000.0,Dollar,AXC1328,651865576,2009651910,1093490415,936489185,Dollar,122304,122304,,878840179,primary,online,2022-04-20
-1368984481,100052,31553472,122305,8000.0,Dollar,AXC0450,2009651910,2009651910,28607078,538690200,Dollar,122305,122305,-1782036132.0,878840179,secondary,offline,2022-04-20
1876843683,100053,18187607,122306,9000.0,Dollar,AXC7936,651865576,2009651910,-1294612851,-1682572948,Dollar,122306,122306,,878840179,primary,offline,2022-04-20
-1351645975,100054,2490019,122307,1000.0,Dollar,AXC1709,-811770541,2009651910,880798388,-957345522,Dollar,122307,122307,-1656846950.0,878840179,secondary,offline,2022-04-20
792617757,100055,56708424,122308,5000.0,Dollar,AXC3720,-1647000595,2009651910,1310828636,-1779754841,Dollar,122308,122308,-1656846950.0,878840179,primary,online,2022-04-20
1271994336,100056,70753399,122309,6000.0,Dollar,AXC2393,2009651910,651865576,430531423,-1220127148,Dollar,122309,122309,-1782036132.0,324263783,secondary,online,2022-04-20
522943964,100057,23544878,122310,137376.0,Dollar,AXC5847,651865576,651865576,476014093,175806444,Dollar,122310,122310,,324263783,secondary,online,2022-04-20
783316547,100058,28348022,122311,1000.0,Dollar,AXC4450,2009651910,651865576,-1479857282,700911348,Dollar,122311,122311,-1656846950.0,324263783,secondary,offline,2022-04-20
74271397,100059,31751296,122312,5000.0,Dollar,AXC8863,2009651910,651865576,1952545896,538690200,Dollar,122312,122312,,324263783,secondary,offline,2022-04-20
-45093165,100060,22640961,122313,6000.0,Dollar,AXC2587,651865576,651865576,2069801905,-1682572948,Dollar,122313,122313,-1782036132.0,324263783,primary,offline,2022-04-20
-961984025,100061,3984184,122314,7000.0,Dollar,AXC9647,-811770541,-811770541,-1625768967,-957345522,Dollar,122314,122314,,1057230190,primary,offline,2022-04-20
-1033178323,100062,28075768,122315,8000.0,Dollar,AXC6594,-1647000595,-811770541,907004051,-1779754841,Dollar,122315,122315,-1782036132.0,1057230190,secondary,online,2022-04-20
-1588081182,100063,6230016,122316,9000.0,Dollar,AXC4620,2009651910,-811770541,-558104411,-1220127148,Dollar,122316,122316,-1782036132.0,1057230190,secondary,online,2022-04-20
763373895,100064,21224211,122317,1000.0,Dollar,AXC7987,651865576,-811770541,1098550216,175806444,Dollar,122317,122317,-1298298882.0,1057230190,secondary,offline,2022-04-20
-309911976,100065,27025329,122318,5000.0,Dollar,AXC5573,2009651910,-811770541,1847587030,-1019063111,Dollar,122318,122318,,1057230190,secondary,online,2022-04-20
-626362984,100066,58258573,122319,6000.0,Dollar,AXC7073,651865576,-1647000595,-632783896,936489185,Dollar,122319,122319,1491230339.0,1799814350,secondary,online,2022-04-20
1643676566,100067,53708583,122320,135024.0,Dollar,AXC2215,-811770541,-1647000595,-1050232011,-957345522,Dollar,122320,122320,,1799814350,secondary,offline,2022-04-20
-1033025999,100068,1318858,122321,1000.0,Dollar,AXC8989,-1647000595,-1647000595,-764955989,-1779754841,Dollar,122321,122321,,1799814350,primary,online,2022-04-20
1854925496,100069,1907321,122322,5000.0,Dollar,AXC9567,2009651910,-1647000595,-986469140,-1220127148,Dollar,122322,122322,1340448554.0,1799814350,primary,online,2022-04-20
-477534822,100070,31060096,122323,6000.0,Dollar,AXC9087,651865576,-1647000595,743660975,175806444,Dollar,122323,122323,,1799814350,primary,offline,2022-04-20
-2105941315,100071,61284796,122324,7000.0,Dollar,AXC0738,2009651910,2009651910,285529935,700911348,Dollar,122324,122324,1491230339.0,-1647980495,secondary,online,2022-04-20
1568931367,100072,63034922,122325,8000.0,Dollar,AXC6659,2009651910,2009651910,-1508857705,538690200,Dollar,122325,122325,-1656846950.0,-1647980495,primary,offline,2022-04-20
440774666,100073,38485380,122326,9000.0,Dollar,AXC8156,651865576,2009651910,-1361623917,-1682572948,Dollar,122326,122326,-1782036132.0,-1647980495,secondary,online,2022-04-20
593933806,100074,12751553,122327,1000.0,Dollar,AXC8927,-811770541,2009651910,-695946541,-957345522,Dollar,122327,122327,-1298298882.0,-1647980495,secondary,offline,2022-04-20
-1787219236,100075,84351825,122328,5000.0,Dollar,AXC4189,-1647000595,2009651910,-1898147094,-1779754841,Dollar,122328,122328,,-1647980495,secondary,online,2022-04-20
776469295,100076,94300009,122329,6000.0,Dollar,AXC3040,2009651910,651865576,-1476461694,-1220127148,Dollar,122329,122329,-1298298882.0,-1691024193,secondary,offline,2022-04-20
-1840000548,100077,54362248,122330,131258.0,Dollar,AXC1744,651865576,651865576,-795505173,175806444,Dollar,122330,122330,-1656846950.0,-1691024193,primary,offline,2022-04-20
1019759848,100078,97429888,122331,1000.0,Dollar,AXC4025,2009651910,651865576,-1579970065,-1019063111,Dollar,122331,122331,,-1691024193,primary,offline,2022-04-20
-466063091,100079,19503984,122332,5000.0,Dollar,AXC5296,651865576,651865576,1511954344,936489185,Dollar,122332,122332,-1656846950.0,-1691024193,secondary,online,2022-04-20
-1947988495,100080,78850417,122333,6000.0,Dollar,AXC7806,-1647000595,651865576,-1857644233,-1779754841,Dollar,122333,122333,-1656846950.0,-1691024193,primary,offline,2022-04-20
-735470988,100081,8434451,122334,7000.0,Dollar,AXC2370,2009651910,2009651910,-1063770282,-1220127148,Dollar,122334,122334,1491230339.0,-1687259308,secondary,online,2022-04-20
-1298435932,100082,71633970,122335,8000.0,Dollar,AXC7903,651865576,2009651910,-1812399749,175806444,Dollar,122335,122335,-1298298882.0,-1687259308,secondary,offline,2022-04-20
-280471046,100083,31830198,122336,9000.0,Dollar,AXC9315,2009651910,2009651910,530227939,-1019063111,Dollar,122336,122336,1340448554.0,-1687259308,secondary,offline,2022-04-20
-728137565,100084,81653035,122337,1000.0,Dollar,AXC7226,2009651910,2009651910,843964401,700911348,Dollar,122337,122337,,-1687259308,secondary,offline,2022-04-20
535356113,100085,4401809,122338,5000.0,Dollar,AXC1060,2009651910,2009651910,-1565924577,538690200,Dollar,122338,122338,-1656846950.0,-1687259308,primary,offline,2022-04-20
-611964297,100086,84271829,122339,6000.0,Dollar,AXC0068,651865576,2009651910,-1186507029,-1682572948,Dollar,122339,122339,-1782036132.0,1030947570,secondary,offline,2022-04-20
1803996952,100087,38148508,122340,127015.0,Dollar,AXC0207,-811770541,2009651910,281364066,-957345522,Dollar,122340,122340,,1030947570,primary,online,2022-04-20
1919682801,100088,69449257,122341,119307.0,Dollar,AXC8200,-1647000595,2009651910,112346000,-1779754841,Dollar,122341,122341,1340448554.0,1030947570,secondary,online,2022-04-20
-73351667,100089,71934314,122342,1000.0,Dollar,AXC4530,2009651910,2009651910,508532049,-1220127148,Dollar,122342,122342,,1030947570,primary,online,2022-04-20
1173101026,100090,90469394,122343,5000.0,Dollar,AXC5248,651865576,2009651910,1808223782,175806444,Dollar,122343,122343,-1782036132.0,1030947570,secondary,offline,2022-04-20
-1641130612,100091,77277536,122344,6000.0,Dollar,AXC9058,2009651910,2009651910,-520708919,-1019063111,Dollar,122344,122344,1340448554.0,-1599339180,primary,online,2022-04-20
221117779,100092,9495161,122345,7000.0,Dollar,AXC0396,651865576,2009651910,1197581376,936489185,Dollar,122345,122345,1491230339.0,-1599339180,primary,online,2022-04-20
29085265,100093,93597811,122346,8000.0,Dollar,AXC8936,-1647000595,2009651910,-1931702376,-1779754841,Dollar,122346,122346,1340448554.0,-1599339180,primary,online,2022-04-20
392020825,100094,7290150,122347,9000.0,Dollar,AXC1483,2009651910,2009651910,-116591679,700911348,Dollar,122347,122347,-1298298882.0,-1599339180,secondary,offline,2022-04-20
949127734,100095,58616581,122348,1000.0,Dollar,AXC3924,2009651910,2009651910,-358322028,538690200,Dollar,122348,122348,,-1599339180,secondary,offline,2022-04-20
-1259106566,100096,92850843,122349,5000.0,Dollar,AXC2271,651865576,2009651910,220540900,-1682572948,Dollar,122349,122349,1340448554.0,1524437916,secondary,offline,2022-04-20
79649736,100097,24914162,122350,6000.0,Dollar,AXC8752,-811770541,2009651910,-778855607,-957345522,Dollar,122350,122350,1491230339.0,1524437916,secondary,offline,2022-04-20
1984492218,100098,36244440,122351,108749.0,Dollar,AXC9997,-1647000595,2009651910,196052322,-1779754841,Dollar,122351,122351,,1524437916,primary,online,2022-04-20
496842284,100099,32546239,122352,1000.0,Dollar,AXC6859,2009651910,2009651910,-404873861,-1220127148,Dollar,122352,122352,,1524437916,primary,offline,2022-04-20
1459578477,100100,13722639,122353,5000.0,Dollar,AXC5507,651865576,2009651910,-1938609551,175806444,Dollar,122353,122353,-1298298882.0,1524437916,primary,online,2022-04-20
-104162386,100101,60134941,122354,6000.0,Dollar,AXC6271,2009651910,651865576,-1739885016,-1019063111,Dollar,122354,122354,,893792256,secondary,offline,2022-04-20
-2102002998,100102,75357681,122355,7000.0,Dollar,AXC6183,651865576,651865576,435142525,936489185,Dollar,122355,122355,,893792256,primary,offline,2022-04-20
1259825911,100103,38320547,122356,8000.0,Dollar,AXC2882,651865576,651865576,-693062865,936489185,Dollar,122356,122356,,893792256,secondary,online,2022-04-20
1257231530,100104,83443705,122357,9000.0,Dollar,AXC0583,2009651910,651865576,-1944937480,700911348,Dollar,122357,122357,-1782036132.0,893792256,primary,offline,2022-04-20
-2092025047,100105,58693425,122358,1000.0,Dollar,AXC6930,2009651910,651865576,2819958,538690200,Dollar,122358,122358,,893792256,secondary,offline,2022-04-20
-1430440313,100106,22241654,122359,5000.0,Dollar,AXC1368,651865576,-811770541,1953835572,-1682572948,Dollar,122359,122359,-1298298882.0,1742103905,primary,offline,2022-04-20
-1148552491,100107,17297016,122360,6000.0,Dollar,AXC9201,-811770541,-811770541,1165852597,-957345522,Dollar,122360,122360,,1742103905,secondary,online,2022-04-20
-764144786,100108,46265997,122361,6000.0,Dollar,AXC8216,-1647000595,-811770541,-1943618912,-1779754841,Dollar,122361,122361,,1742103905,secondary,online,2022-04-20
830689539,100109,50881455,122362,7000.0,Dollar,AXC8042,2009651910,-811770541,-835967810,-1220127148,Dollar,122362,122362,,1742103905,primary,offline,2022-04-20
758379003,100110,59191583,122363,8000.0,Dollar,AXC9273,651865576,-811770541,-236056473,175806444,Dollar,122363,122363,,1742103905,primary,offline,2022-04-20
-1762342443,100111,72396236,122364,9000.0,Dollar,AXC7432,2009651910,-1647000595,1752494306,700911348,Dollar,122364,122364,,-20905046,primary,offline,2022-04-20
1309646416,100112,53980182,122365,1000.0,Dollar,AXC3238,2009651910,-1647000595,-1134764222,538690200,Dollar,122365,122365,,-20905046,secondary,offline,2022-04-20
-1525451780,100113,34483006,122366,5000.0,Dollar,AXC3224,651865576,-1647000595,888667459,-1682572948,Dollar,122366,122366,,-20905046,primary,offline,2022-04-20
-771169914,100114,14430999,122367,6000.0,Dollar,AXC3681,-811770541,-1647000595,1311939037,-957345522,Dollar,122367,122367,,-20905046,secondary,online,2022-04-20
1790916643,100115,3432630,122368,131258.0,Dollar,AXC1996,-1647000595,-1647000595,-1010500850,-1779754841,Dollar,122368,122368,,-20905046,secondary,online,2022-04-20
1178222956,100116,6936915,122369,1000.0,Dollar,AXC0617,2009651910,2009651910,1939961706,538690200,Dollar,122369,122369,-1782036132.0,1170829763,secondary,online,2022-04-20
1579269436,100117,89607851,122370,5000.0,Dollar,AXC0546,651865576,2009651910,166340393,-1682572948,Dollar,122370,122370,,1170829763,secondary,offline,2022-04-20
-1104590768,100118,63365111,122371,6000.0,Dollar,AXC5600,-811770541,2009651910,-434220306,-957345522,Dollar,122371,122371,,1170829763,primary,online,2022-04-20
279106538,100119,56920402,122372,7000.0,Dollar,AXC5124,-1647000595,2009651910,-2014517117,-1779754841,Dollar,122372,122372,,1170829763,secondary,online,2022-04-20
-1008371313,100120,1984979,122373,8000.0,Dollar,AXC6142,2009651910,2009651910,-1781061242,-1220127148,Dollar,122373,122373,,1170829763,primary,online,2022-04-20
291926134,100121,33609087,122374,9000.0,Dollar,AXC9050,651865576,651865576,300673694,175806444,Dollar,122374,122374,1491230339.0,2092478401,secondary,online,2022-04-20
-770503585,100122,567918,122375,1000.0,Dollar,AXC1996,2009651910,651865576,-1811120959,-1019063111,Dollar,122375,122375,,2092478401,primary,online,2022-04-20
301167995,100123,43056259,122376,5000.0,Dollar,AXC8988,651865576,651865576,-1347129111,936489185,Dollar,122376,122376,,2092478401,secondary,offline,2022-04-20
-978946325,100124,5481475,122377,6000.0,Dollar,AXC2332,2009651910,651865576,-400537313,700911348,Dollar,122377,122377,,2092478401,secondary,offline,2022-04-20
1036436639,100125,49865437,122378,127015.0,Dollar,AXC8759,2009651910,651865576,1149591430,538690200,Dollar,122378,122378,1340448554.0,2092478401,secondary,online,2022-04-20
498054682,100126,68862816,122379,119307.0,Dollar,AXC5571,651865576,2009651910,658736933,-1682572948,Dollar,122379,122379,,175441458,secondary,offline,2022-04-20
2111950466,100127,72710429,122380,1000.0,Dollar,AXC4420,-811770541,2009651910,-328389399,-957345522,Dollar,122380,122380,,175441458,secondary,offline,2022-04-20
160850267,100128,64327900,122381,5000.0,Dollar,AXC8597,-1647000595,2009651910,-831121129,-1779754841,Dollar,122381,122381,1340448554.0,175441458,secondary,offline,2022-04-20
-1984849880,100129,31516590,122382,6000.0,Dollar,AXC1818,2009651910,2009651910,1272973964,-1220127148,Dollar,122382,122382,1340448554.0,175441458,primary,online,2022-04-20
-868813102,100130,82477582,122383,7000.0,Dollar,AXC1580,2009651910,2009651910,1997752852,700911348,Dollar,122383,122383,-1656846950.0,175441458,primary,online,2022-04-20
1009336287,100131,480484,122384,8000.0,Dollar,AXC8518,2009651910,2009651910,187847146,538690200,Dollar,122384,122384,,-1821943649,primary,online,2022-04-20
264874699,100132,79309762,122385,9000.0,Dollar,AXC8712,651865576,2009651910,867371281,-1682572948,Dollar,122385,122385,,-1821943649,secondary,offline,2022-04-20
781319865,100133,8711120,122386,1000.0,Dollar,AXC1961,-811770541,2009651910,1314919207,-957345522,Dollar,122386,122386,1491230339.0,-1821943649,secondary,online,2022-04-20
-328936580,100134,53662409,122387,5000.0,Dollar,AXC4267,-1647000595,2009651910,4122917,-1779754841,Dollar,122387,122387,,-1821943649,secondary,offline,2022-04-20
-684150746,100135,97480792,122388,6000.0,Dollar,AXC0215,2009651910,2009651910,-665228179,-1220127148,Dollar,122388,122388,,-1821943649,primary,offline,2022-04-20
878134914,100136,46785008,122389,108749.0,Dollar,AXC9369,2009651910,651865576,-1043278723,700911348,Dollar,122389,122389,1491230339.0,-1373181339,secondary,offline,2022-04-20
776096736,100137,6751102,122390,1000.0,Dollar,AXC7782,2009651910,651865576,1662648647,538690200,Dollar,122390,122390,-1782036132.0,-1373181339,secondary,offline,2022-04-20
1723234264,100138,27964530,122391,5000.0,Dollar,AXC7635,651865576,651865576,236017599,-1682572948,Dollar,122391,122391,1491230339.0,-1373181339,secondary,online,2022-04-20
-1683490879,100139,22259913,122392,6000.0,Dollar,AXC4292,-811770541,651865576,793614402,-957345522,Dollar,122392,122392,,-1373181339,secondary,offline,2022-04-20
-353389559,100140,50929327,122393,7000.0,Dollar,AXC6956,2009651910,651865576,16922946,538690200,Dollar,122393,122393,-1298298882.0,-1373181339,primary,offline,2022-04-20
1122060080,100141,75815339,122394,8000.0,Dollar,AXC1331,651865576,2009651910,500891573,-1682572948,Dollar,122394,122394,,446024664,secondary,offline,2022-04-20
1597652632,100142,16612856,122395,9000.0,Dollar,AXC7708,-811770541,2009651910,2142944696,-957345522,Dollar,122395,122395,1340448554.0,446024664,primary,offline,2022-04-20
-466599222,100143,50281804,122396,1000.0,Dollar,AXC3746,-1647000595,2009651910,-981986398,-1779754841,Dollar,122396,122396,-1656846950.0,446024664,primary,offline,2022-04-20
98304689,100144,86516102,122397,5000.0,Dollar,AXC0023,2009651910,2009651910,630942455,-1220127148,Dollar,122397,122397,-1298298882.0,446024664,secondary,offline,2022-04-20
919667573,100145,82953038,122398,6000.0,Dollar,AXC7075,2009651910,2009651910,657239441,700911348,Dollar,122398,122398,,446024664,secondary,offline,2022-04-20
-724547003,100146,10020738,122399,149377.0,Dollar,AXC2057,2009651910,651865576,-265220340,538690200,Dollar,122399,122399,,1830711216,secondary,offline,2022-04-20
-2135831237,100147,52905459,122400,6000.0,Dollar,AXC9808,651865576,651865576,-1106243468,-1682572948,Dollar,122400,122400,-1298298882.0,1830711216,secondary,offline,2022-04-20
455276393,100148,77319294,122401,7000.0,Dollar,AXC3018,-811770541,651865576,176921622,-957345522,Dollar,122401,122401,,1830711216,primary,online,2022-04-20
68288813,100149,13435036,122402,8000.0,Dollar,AXC8108,-1647000595,651865576,1582543557,-1779754841,Dollar,122402,122402,,1830711216,primary,online,2022-04-20
-2051841763,100150,30442349,122403,9000.0,Dollar,AXC4381,2009651910,651865576,1848187549,-1220127148,Dollar,122403,122403,,1830711216,primary,offline,2022-04-20
-2016882760,100151,45843642,122404,1000.0,Dollar,AXC5696,651865576,2009651910,2014644677,175806444,Dollar,122404,122404,,1147543614,primary,online,2022-04-20
-583543565,100152,73151193,122405,5000.0,Dollar,AXC3424,2009651910,2009651910,-1376082237,-1019063111,Dollar,122405,122405,,1147543614,primary,offline,2022-04-20
-1708904959,100153,49570540,122406,6000.0,Dollar,AXC1399,-1647000595,2009651910,1500451144,-1779754841,Dollar,122406,122406,-1298298882.0,1147543614,secondary,online,2022-04-20
282376319,100154,15683625,122407,131258.0,Dollar,AXC8283,2009651910,2009651910,899766698,-1220127148,Dollar,122407,122407,,1147543614,secondary,online,2022-04-20
118553538,100155,13378716,122408,1000.0,Dollar,AXC1555,651865576,2009651910,-1079373151,175806444,Dollar,122408,122408,1340448554.0,1147543614,primary,online,2022-04-20
-1630825603,100156,72572179,122409,5000.0,Dollar,AXC3322,2009651910,2009651910,684449416,-1019063111,Dollar,122409,122409,1340448554.0,62475064,primary,online,2022-04-20
1133421049,100157,703120,122410,6000.0,Dollar,AXC6539,651865576,2009651910,775495405,936489185,Dollar,122410,122410,1340448554.0,62475064,secondary,offline,2022-04-20
932843579,100158,78289289,122411,7000.0,Dollar,AXC9672,2009651910,2009651910,2046292888,700911348,Dollar,122411,122411,,62475064,secondary,online,2022-04-20
-179048084,100159,11725438,122412,8000.0,Dollar,AXC1094,2009651910,2009651910,-1945943107,538690200,Dollar,122412,122412,,62475064,primary,offline,2022-04-20
-1451031812,100160,27212794,122413,9000.0,Dollar,AXC0329,651865576,2009651910,-1074907792,-1682572948,Dollar,122413,122413,1491230339.0,62475064,secondary,offline,2022-04-20
1802904422,100161,27592517,122414,1000.0,Dollar,AXC8301,-811770541,2009651910,-212631706,-957345522,Dollar,122414,122414,-1298298882.0,440406964,primary,offline,2022-04-20
811249230,100162,37913881,122415,5000.0,Dollar,AXC2654,-1647000595,2009651910,-985555041,-1779754841,Dollar,122415,122415,-1298298882.0,440406964,primary,online,2022-04-20
-570622745,100163,52784279,122416,6000.0,Dollar,AXC0085,2009651910,2009651910,-126143384,-1220127148,Dollar,122416,122416,,440406964,primary,offline,2022-04-20
